-1.0,-0.1421305,-0.58207523,-0.36208439,-0.1421305,0.077823396,0.29778961,0.5177435,0.5177435,0.73769739,0.077823396,-0.8019429,-0.58207523,1.1776052,2.9372486,0.95765128,-2.5616232999999995,-2.3416325000000002,-1.2419246000000002,0.95765128,2.0574331000000003,2.0574331000000003,1.1776052,0.5177435,-0.36208439,-0.8019429,-0.58207523,-0.58207523,-0.58207523,-0.36208439,-0.36208439,-0.36208439,-0.36208439,-1.0219337,-0.8019429,-0.36208439,0.29778961,0.5177435,0.5177435,0.29778961,0.29778961,-0.36208439,-0.8019429,-0.58207523,0.077823396,0.077823396,0.5177435,0.29778961,0.077823396,0.29778961,0.5177435,1.3975591,1.617513,1.3975591,0.95765128,-1.6817831,-2.3416325000000002,-0.1421305,0.5177435,-0.1421305,-1.2419246000000002,-0.8019429,-0.58207523,-0.36208439,0.5177435,0.077823396
-1.0,0.023032302,-0.16412873,0.023032302,0.023032302,-0.16412873,-0.35128976,-0.35128976,0.21020382,0.39736485,-0.53848224,-0.91276238,0.023032302,1.5203309999999999,2.4561467,0.58452588,-2.4100926,-2.2229001,-0.72556991,0.77168692,1.5203309999999999,1.7075026000000002,1.33317,0.95884795,0.21020382,-0.91276238,-0.91276238,-0.53848224,-0.35128976,-0.16412873,-0.35128976,-0.53848224,-0.35128976,-0.35128976,-0.35128976,-0.16412873,0.21020382,0.21020382,0.21020382,0.21020382,0.21020382,0.023032302,-0.16412873,0.023032302,0.21020382,0.21020382,0.023032302,0.023032302,-0.16412873,0.023032302,-0.16412873,0.023032302,-0.35128976,-0.91276238,-0.72556991,0.21020382,0.21020382,-0.53848224,0.21020382,1.5203309999999999,2.6433077000000003,2.2689857000000004,1.33317,-2.2229001,-2.4100926,-1.2871473
-1.0,0.0075403759,0.0075403759,-0.23772100000000002,-0.48298237,-0.23772100000000002,-0.23772100000000002,-0.48298237,-0.48298237,0.0075403759,0.25281548,-0.72828494,-1.2187527,-0.48298237,1.4791223,0.49807685,-0.97345017,-0.23772100000000002,1.233861,0.9885995999999999,0.0075403759,-0.48298237,0.0075403759,0.49807685,0.0075403759,-0.23772100000000002,0.0075403759,0.25281548,0.25281548,-0.23772100000000002,0.0075403759,-0.23772100000000002,0.0075403759,0.25281548,0.25281548,0.0075403759,0.0075403759,0.0075403759,0.0075403759,0.0075403759,0.0075403759,0.0075403759,0.0075403759,-0.48298237,-0.97345017,-0.48298237,0.25281548,0.0075403759,0.49807685,-0.23772100000000002,-0.48298237,0.9885995999999999,2.2149202,2.9507043,1.233861,-2.6902935,-3.4262012000000004,-1.9545231,-0.23772100000000002,1.7243837,2.4601816000000003,1.4791223,0.25281548,-0.48298237,-0.97345017,-0.72828494
-1.0,0.033139026,0.033139026,0.033139026,-0.13257966,0.033139026,0.033139026,0.19886700000000002,0.033139026,0.033139026,-0.29829835,-0.79544514,-0.79544514,0.36458568,1.5246258,0.86174175,-1.2925919,-1.2925919,-0.29829835,0.53030437,1.6903445,2.0217819,1.3588978,0.36458568,-0.46404488,-0.62969861,-0.29829835,-0.13257966,-0.29829835,-0.29829835,-0.62969861,-0.62969861,-0.96119167,-0.79544514,-0.46404488,-0.13257966,0.19886700000000002,0.19886700000000002,0.19886700000000002,0.19886700000000002,0.36458568,-0.29829835,-0.46404488,-0.13257966,0.53030437,0.19886700000000002,-0.13257966,-0.13257966,0.19886700000000002,0.36458568,0.19886700000000002,0.19886700000000002,0.86174175,1.3588978,0.36458568,-2.2869783,-2.452632,-0.29829835,1.5246258,2.3532192000000003,2.3532192000000003,1.8560631999999997,-0.79544514,-2.7841251000000002,-1.4583385,-0.79544514
1.0,-0.77065276,-1.2791193,-0.26208652,1.5177601,2.2805596,1.0092364999999999,-0.51634828,-1.5334238000000002,-0.77065276,1.0092364999999999,2.5348213,2.7890831,1.7720218,-0.26208652,-1.5334238000000002,-2.0418903999999998,-1.5334238000000002,-0.51634828,-0.26208652,-0.26208652,-0.51634828,-0.51634828,-0.26208652,-0.26208652,-0.26208652,-0.0078247532,0.24645125,0.24645125,0.24645125,0.24645125,-0.0078247532,-0.26208652,-0.51634828,-0.26208652,-0.0078247532,0.24645125,0.24645125,-0.0078247532,-0.26208652,-0.0078247532,-0.0078247532,-0.26208652,-0.77065276,-0.77065276,-0.26208652,-0.26208652,-0.77065276,0.50071301,1.2634983,2.2805596,2.2805596,1.2634983,0.24645125,-0.51634828,-1.2791193,-1.2791193,-0.77065276,-0.26208652,-0.0078247532,-0.0078247532,-0.51634828,-0.26208652,-0.0078247532,-0.0078247532,0.50071301
1.0,-0.12247192,0.1262983,0.37505459,0.1262983,0.37505459,0.1262983,0.1262983,-0.12247192,-0.86878259,-0.6199845,-0.12247192,0.62381088,1.3700798,2.1163626,1.3700798,-0.37122821,-1.6150375,-1.1174414,0.62381088,1.8675922999999999,2.1163626,1.1213235000000001,-0.12247192,-1.3662393999999998,-1.8638356,-1.3662393999999998,-0.6199845,-0.6199845,-0.6199845,-0.86878259,-1.1174414,-1.1174414,-0.6199845,-0.37122821,0.37505459,0.62381088,0.62381088,0.37505459,0.1262983,-0.12247192,-0.37122821,-0.12247192,-0.12247192,0.1262983,0.37505459,0.87256717,0.62381088,0.37505459,-0.37122821,-0.86878259,-0.6199845,0.37505459,-0.37122821,-1.6150375,-1.8638356,-0.6199845,0.37505459,1.6188360000000002,2.1163626,2.1163626,1.6188360000000002,0.37505459,-0.6199845,-1.1174414,-1.1174414
1.0,-0.33499686,0.016206988000000002,0.016206988000000002,-0.33499686,-0.6862007,0.71863434,0.71863434,0.016206988000000002,-0.6862007,-0.33499686,0.71863434,1.0698382,1.0698382,0.71863434,0.3674305,0.016206988000000002,-0.6862007,-1.0374635,-0.6862007,-0.6862007,-0.33499686,-0.6862007,-0.6862007,0.016206988000000002,0.016206988000000002,0.016206988000000002,0.016206988000000002,0.016206988000000002,0.016206988000000002,0.016206988000000002,-0.33499686,-0.33499686,-0.33499686,0.016206988000000002,0.016206988000000002,0.016206988000000002,-0.33499686,0.016206988000000002,-0.33499686,-0.33499686,-0.33499686,-0.6862007,-1.0374635,0.016206988000000002,1.0698382,0.016206988000000002,-2.0910554,-0.6862007,1.7722459,4.2306925,3.5282847999999998,2.1234497,-0.33499686,-1.7397926,-1.7397926,-1.0374635,-0.33499686,0.016206988000000002,0.016206988000000002,-0.33499686,-0.33499686,0.016206988000000002,0.3674305,0.71863434,0.3674305
1.0,-0.19348898,0.058043875999999994,0.56112367,1.5672551000000001,2.3218677000000003,1.3157222,-0.44502183,-1.7027564999999998,-1.7027564999999998,0.56112367,2.0703207999999997,2.5734006000000003,0.81265652,-0.94803119,-1.4511813999999998,-1.4511813999999998,-0.94803119,-0.69659694,-0.69659694,-0.69659694,-0.94803119,-0.69659694,-0.19348898,0.058043875999999994,0.058043875999999994,0.058043875999999994,0.30959081,0.30959081,0.56112367,0.058043875999999994,0.058043875999999994,-0.19348898,-0.19348898,-0.19348898,0.058043875999999994,-0.19348898,0.058043875999999994,0.058043875999999994,0.058043875999999994,-0.19348898,-1.1996063,-1.9541908,-0.69659694,1.0641893999999998,1.5672551000000001,0.81265652,-0.19348898,0.56112367,1.3157222,1.8187879,1.5672551000000001,0.81265652,-0.44502183,-1.4511813999999998,-1.9541908,-1.1996063,-0.44502183,0.058043875999999994,0.058043875999999994,-0.19348898,-0.19348898,-0.19348898,0.058043875999999994,0.30959081,0.30959081
1.0,-0.82535597,-0.54878924,-0.54878924,0.0042512992,2.2164289,3.0460052,1.3868681,-0.54878924,-1.6549013,-0.27226897,0.83382759,2.4929647,2.2164289,0.55730732,-0.82535597,-1.6549013,-1.6549013,-1.1017678,-0.54878924,-0.54878924,-0.27226897,0.0042512992,0.0042512992,-0.27226897,-0.27226897,-0.27226897,0.0042512992,0.28078705,0.0042512992,0.0042512992,0.0042512992,-0.27226897,-0.27226897,-0.27226897,-0.27226897,0.0042512992,0.0042512992,0.0042512992,0.0042512992,-0.27226897,-0.54878924,-0.27226897,-0.27226897,-0.54878924,-0.27226897,0.55730732,0.28078705,-0.27226897,0.55730732,1.3868681,2.4929647,2.2164289,0.28078705,-0.54878924,-1.3783346,-1.6549013,-1.3783346,-0.54878924,0.0042512992,0.28078705,0.0042512992,-0.54878924,-0.27226897,0.0042512992,0.55730732
1.0,-0.74600336,-0.51832426,0.39225193,1.3028153999999998,1.9857506999999999,1.0751745000000001,-0.51832426,-1.4289132,-0.97355499,0.39225193,1.9857506999999999,1.9857506999999999,1.7580971,1.0751745000000001,-0.51832426,-2.111823,-1.8841438999999998,-0.74600336,-0.29068340000000004,-0.29068340000000004,-0.74600336,-0.51832426,-0.51832426,-0.51832426,-0.063042538,0.16461107,0.39225193,0.61989279,0.39225193,0.16461107,-0.063042538,-0.063042538,-0.29068340000000004,-0.29068340000000004,-0.29068340000000004,-0.29068340000000004,-0.063042538,-0.063042538,-0.063042538,-0.063042538,-0.063042538,-0.74600336,-0.74600336,-0.51832426,-0.063042538,-0.51832426,-0.51832426,0.61989279,1.7580971,2.6686732999999996,2.4410324,1.0751745000000001,-0.51832426,-1.4289132,-1.8841438999999998,-1.4289132,-0.97355499,-0.063042538,0.39225193,0.39225193,-0.063042538,-0.29068340000000004,-0.063042538,0.39225193,0.39225193
