1.0,0.99363583,2.2737800999999997,2.9138523,2.2737800999999997,1.633708,0.14020629,-0.71322325,-1.139938,-0.92658063,-0.49986586,-0.92658063,-1.5666528,-1.7800102,-1.9933676,-2.2067256,-1.7800102,-1.3532954,-0.71322325,-0.49986586,-0.28650848,0.35356367,0.35356367,0.78027844,0.78027844,0.78027844,0.56692106,0.56692106,0.35356367,0.56692106,0.56692106,0.56692106,0.35356367,0.35356367,0.14020629,0.14020629,0.35356367,0.14020629,0.35356367,0.56692106,0.78027844,0.78027844,1.2069931999999999,1.4203506000000001,1.4203506000000001,0.35356367,-0.28650848,-0.71322325,-0.92658063,-0.92658063,-0.71322325,-0.71322325,-1.139938,-1.5666528,-1.3532954,-1.139938,-0.49986586,0.14020629,0.14020629,0.14020629,0.14020629,0.14020629,0.35356367,0.35356367,0.14020629,-0.073151094,-0.073151094,-0.073151094,0.14020629,0.14020629,-0.073151094
-1.0,-0.060775475,-0.34439436,1.9245567,3.62627,1.9245567,0.50646229,-0.62801324,-1.195251,-0.91163212,0.22284341,1.3573188999999999,0.50646229,-1.195251,-2.3297265,-2.0461076,-0.91163212,-0.34439436,-0.34439436,-0.91163212,-0.91163212,-0.34439436,0.22284341,0.22284341,0.50646229,0.79008117,0.79008117,0.79008117,0.79008117,0.79008117,0.79008117,1.0737001,0.79008117,0.50646229,0.22284341,0.22284341,0.22284341,0.22284341,-0.060775475,0.79008117,1.0737001,0.79008117,0.50646229,0.22284341,0.22284341,-0.34439436,-1.195251,-2.0461076,-1.4788698999999998,-0.34439436,0.50646229,0.22284341,-1.195251,-2.0461076,-1.7624887999999999,-1.195251,-0.34439436,0.50646229,0.79008117,0.50646229,0.22284341,-0.060775475,-0.060775475,-0.060775475,-0.34439436,-0.34439436,-0.060775475,0.22284341,0.22284341,-0.060775475,-0.34439436
1.0,0.61164509,1.3173894,2.0231338,2.2583819,2.0231338,1.7878857,0.37639698,-0.79984358,-1.5055878999999999,-1.9760841,-1.2703398000000001,-0.79984358,-1.2703398000000001,-1.5055878999999999,-1.9760841,-1.5055878999999999,-1.0350917,-0.79984358,-0.32934736,-0.32934736,0.14114887,0.37639698,0.61164509,0.84689321,0.61164509,0.61164509,0.37639698,0.37639698,0.14114887,0.14114887,0.14114887,0.14114887,0.14114887,0.37639698,0.14114887,0.14114887,0.14114887,0.61164509,1.0821413,1.3173894,0.37639698,0.37639698,1.5526375,2.0231338,1.5526375,0.14114887,-0.56459547,-1.2703398000000001,-1.5055878999999999,-0.79984358,-0.094099245,-0.094099245,-0.79984358,-1.5055878999999999,-1.740836,-1.0350917,-0.094099245,0.61164509,0.61164509,0.37639698,0.37639698,0.14114887,0.14114887,-0.094099245,-0.32934736,-0.56459547,-0.56459547,-0.56459547,-0.32934736,-0.094099245
1.0,0.64449713,1.2037715,1.9494706000000002,2.1358954,2.1358954,1.3901963,0.45807234,-0.66047638,-1.2197506999999999,-1.4061755,-1.2197506999999999,-0.84690117,-0.84690117,-1.4061755,-1.7790251,-1.5926003,-1.2197506999999999,-0.84690117,-0.47405159,-0.47405159,-0.28762681,0.08522276699999999,0.27164755,0.45807234,0.45807234,0.45807234,0.45807234,0.45807234,0.27164755,0.08522276699999999,0.08522276699999999,0.08522276699999999,0.08522276699999999,0.27164755,0.08522276699999999,0.08522276699999999,0.08522276699999999,0.64449713,1.0173466999999998,1.3901963,1.2037715,1.2037715,1.7630457999999998,2.1358954,1.7630457999999998,0.64449713,-0.10120202,-0.66047638,-1.2197506999999999,-1.2197506999999999,-0.66047638,-0.66047638,-1.4061755,-1.9654504000000002,-1.7790251,-1.4061755,-0.47405159,0.08522276699999999,0.45807234,0.27164755,-0.28762681,-0.10120202,0.08522276699999999,0.27164755,0.08522276699999999,-0.10120202,-0.10120202,-0.10120202,-0.10120202,-0.10120202
-1.0,0.80530358,1.4247678999999998,1.2182798000000001,1.8377441000000003,1.4247678999999998,0.59881549,-0.64011309,-0.84660118,-0.84660118,-0.43362499,-0.43362499,-1.2595774,-1.8790417000000001,-2.2920185,-2.0855297999999998,-1.0530893,-0.64011309,-0.84660118,-0.84660118,-0.2271369,0.39232739,0.80530358,0.39232739,0.18583929,-0.020648801,-0.020648801,0.18583929,0.39232739,0.39232739,-0.020648801,-0.020648801,-0.020648801,-0.020648801,0.39232739,0.39232739,0.39232739,0.59881549,0.80530358,0.59881549,0.59881549,0.18583929,-0.020648801,0.18583929,1.8377441000000003,2.4572084,1.4247678999999998,0.39232739,-1.2595774,-1.2595774,-0.43362499,0.18583929,-0.2271369,-1.2595774,-2.0855297999999998,-2.0855297999999998,-1.8790417000000001,-1.0530893,-0.43362499,-0.2271369,-0.2271369,-0.020648801,0.39232739,1.0117916999999998,1.0117916999999998,1.0117916999999998,1.0117916999999998,0.59881549,0.59881549,0.39232739,0.39232739
1.0,1.2042184999999999,2.5392118999999997,2.5392118999999997,2.3484985000000003,1.9670718999999997,1.0135052,-0.3214882,-1.0843416000000001,-1.4657681999999999,-1.4657681999999999,-1.0843416000000001,-1.2750549,-1.2750549,-1.2750549,-1.2750549,-1.2750549,-1.0843416000000001,-0.89362821,-0.51220154,-0.3214882,-0.13077486,0.44136515,0.44136515,0.25065182,0.059938477999999996,0.44136515,0.44136515,0.25065182,0.25065182,0.25065182,0.44136515,0.44136515,0.44136515,0.25065182,0.25065182,-0.13077486,0.44136515,1.0135052,1.0135052,1.0135052,1.2042184999999999,1.3949318000000002,1.5856451999999999,1.2042184999999999,0.25065182,-0.3214882,-0.70291488,-1.0843416000000001,-1.2750549,-0.70291488,-0.51220154,-1.0843416000000001,-1.6564816000000002,-1.8471949,-1.4657681999999999,-0.70291488,0.059938477999999996,0.25065182,0.25065182,0.059938477999999996,0.059938477999999996,0.25065182,0.25065182,0.059938477999999996,-0.3214882,-0.13077486,-0.13077486,0.059938477999999996,0.059938477999999996,0.059938477999999996
1.0,1.1820973,2.0395771000000003,2.0395771000000003,1.8252072,0.96772728,-0.10412256,-0.74723246,-1.3903424,-1.6047122999999999,-1.1759723999999998,-0.96160243,-1.1759723999999998,-1.6047122999999999,-1.8190823,-1.8190823,-1.3903424,-0.96160243,-0.96160243,-0.74723246,-0.31849252,0.11024741,0.32461738,0.53898735,0.32461738,0.32461738,0.32461738,0.53898735,0.32461738,0.11024741,0.11024741,0.32461738,0.32461738,0.32461738,-0.10412256,-0.10412256,-0.10412256,0.32461738,0.96772728,1.1820973,0.75335732,1.1820973,1.8252072,2.0395771000000003,1.3964671999999998,-0.10412256,-0.31849252,-1.1759723999999998,-1.1759723999999998,-0.96160243,-0.53286249,0.32461738,-0.53286249,-1.6047122999999999,-2.0334523,-1.6047122999999999,-0.53286249,0.32461738,0.53898735,0.53898735,0.53898735,0.75335732,0.75335732,0.53898735,0.32461738,-0.10412256,-0.10412256,0.11024741,0.32461738,0.53898735,0.53898735
1.0,1.3423608999999999,2.0665631999999996,2.0665631999999996,2.0665631999999996,0.98025966,0.25605729,-0.64919569,-1.1923475000000001,-1.3733981000000002,-1.3733981000000002,-1.0112969,-1.0112969,-1.5544487,-1.9165504,-1.9165504,-1.5544487,-1.1923475000000001,-0.83024628,-0.64919569,-0.28709450000000003,-0.10604389999999998,0.25605729,0.43710788,0.43710788,0.43710788,0.43710788,0.43710788,0.25605729,0.25605729,0.25605729,0.25605729,-0.10604389999999998,0.07500669,0.25605729,0.07500669,-0.10604389999999998,0.07500669,0.25605729,0.61815847,0.98025966,1.5234113999999999,2.0665631999999996,1.8855126,1.1613103,-0.10604389999999998,-0.64919569,-1.0112969,-1.1923475000000001,-1.3733981000000002,-1.0112969,-0.46814509,-0.83024628,-1.3733981000000002,-1.7354993000000003,-1.0112969,-0.46814509,0.25605729,0.61815847,0.43710788,0.43710788,0.43710788,0.61815847,0.61815847,0.43710788,0.43710788,0.25605729,0.25605729,0.43710788,0.79920907,0.79920907
1.0,0.93053869,1.6938712,2.4572037,2.4572037,1.1849829,-0.087238002,-1.1050147,-1.3594589,-1.613903,-0.85057052,-0.59612635,-1.1050147,-1.613903,-1.8683471999999999,-1.3594589,-1.1050147,-0.85057052,-0.85057052,-0.85057052,-0.59612635,-0.087238002,0.16720617,0.42165034,0.67609452,0.67609452,0.67609452,0.67609452,0.67609452,0.42165034,0.16720617,0.42165034,0.16720617,0.16720617,0.16720617,-0.087238002,0.16720617,0.16720617,0.16720617,-0.34168217,0.16720617,1.1849829,1.9483153999999998,2.4572037,1.439427,0.16720617,-0.59612635,-1.1050147,-0.85057052,-0.59612635,-0.087238002,-0.087238002,-1.1050147,-1.8683471999999999,-1.8683471999999999,-1.3594589,-0.34168217,0.42165034,0.42165034,-0.087238002,0.16720617,0.42165034,0.93053869,0.67609452,0.67609452,0.42165034,0.16720617,0.16720617,0.16720617,-0.34168217,-0.087238002
-1.0,-0.33813431,0.015140342,1.0749643,1.7815136000000003,1.0749643,0.015140342,-1.0446836,-2.1045075,-1.3979582,-0.33813431,1.0749643,0.36841499,-0.69140895,-1.7512328999999998,-1.7512328999999998,-1.0446836,-0.33813431,-0.33813431,0.36841499,0.36841499,0.72168964,1.0749643,0.72168964,1.4282389,1.0749643,1.0749643,0.72168964,0.72168964,0.36841499,0.36841499,0.36841499,0.015140342,0.015140342,-0.33813431,-0.33813431,-0.33813431,0.015140342,-0.33813431,-0.33813431,0.36841499,0.72168964,1.0749643,1.0749643,-1.0446836,-1.0446836,0.015140342,0.36841499,0.72168964,-0.33813431,-2.1045075,-1.7512328999999998,-1.7512328999999998,-2.4577822,-2.1045075,-0.69140895,0.72168964,1.7815136000000003,2.1347882,1.0749643,0.015140342,-0.33813431,-0.33813431,0.015140342,0.015140342,0.36841499,0.36841499,0.36841499,0.36841499,0.36841499,0.015140342
